token_id,formatted_attributes
8124,"Fur:Pink, Clothes:Red Kimono, Mouth:Gold Smirk, Eyes:Wide, Head:Russian Cap, Shooting:58, Defense:59, Vision:53, Finish:56"
1217,"Fur:Pink, Clothes:Tracksuit, Mouth:Regular, Eyes:Wide, Head:Winter Hat, Shooting:53, Defense:37, Vision:20, Finish:28"
3126,"Fur:Grey, Clothes:Lab Coat, Mouth:Saber Toothed, Eyes:Sad, Head:Purple Bandana, Shooting:52, Defense:24, Vision:57, Finish:58"
8728,"Fur:Brown, Mouth:Shows Teeth, Eyes:Angry Wink, Shooting:59, Defense:18, Vision:49, Finish:62"
7691,"Fur:Red, Mouth:Cigar, Eyes:Angry, Head:Bowler, Shooting:42, Defense:47, Vision:75, Finish:41"
6727,"Fur:Green, Mouth:Gold Scream, Eyes:Closed, Shooting:65, Defense:56, Vision:58, Finish:36"
3222,"Fur:Brown, Clothes:Cyan Jersey, Mouth:Missing Teeth, Eyes:Angry Wink, Shooting:40, Defense:31, Vision:82, Finish:59"
7635,"Fur:Green, Clothes:Green Kimono, Mouth:Regular, Eyes:Wide, Head Accessory:Red Shades, Head:Winter Hat, Shooting:62, Defense:76, Vision:54, Finish:15"
5514,"Fur:Red, Clothes:Navy Suit, Mouth:Shows Teeth, Eyes:Regular, Head:Purple Bandana, Shooting:51, Defense:26, Vision:52, Finish:61"
3453,"Fur:Grey, Mouth:Scream, Eyes:Wide, Head:King Band, Shooting:61, Defense:47, Vision:48, Finish:56"
1083,"Fur:Grey, Mouth:Shows Teeth, Eyes:Angry Scar, Head Accessory:3D Glasses, Head:Russian Cap, Shooting:11, Defense:32, Vision:65, Finish:57"
4003,"Fur:Grey, Clothes:Cheetah Dego Tee, Mouth:Scream, Eyes:Regular, Head:Cap Forward, Shooting:49, Defense:48, Vision:60, Finish:66"
1614,"Fur:Red, Clothes:White Tee, Mouth:Cigar, Eyes:Closed Scar, Head Accessory:Blue Shades, Head:Beanie, Shooting:39, Defense:48, Vision:58, Finish:59"
7902,"Fur:Black, Clothes:Red Kimono, Mouth:Regular, Eyes:Regular, Head:Cap Forward, Shooting:37, Defense:70, Vision:23, Finish:43"
8719,"Fur:Red, Clothes:Shirt And Tie, Mouth:Gold Scream, Eyes:Bloodshot, Head:Chopsticks Bun, Shooting:47, Defense:54, Vision:72, Finish:45"
7802,"Fur:Grey, Clothes:Biker Jacket, Mouth:Saber Toothed, Eyes:Angry Wink, Head Accessory:Monocle, Shooting:24, Defense:38, Vision:27, Finish:64"
9845,"Fur:Green, Clothes:Biker Jacket, Mouth:Gold Scream, Eyes:Bloodshot, Shooting:35, Defense:44, Vision:61, Finish:45"
4483,"Fur:Black, Clothes:Striped Tee, Mouth:Missing Teeth, Eyes:Sad, Shooting:66, Defense:54, Vision:47, Finish:37"
9893,"Fur:Brown, Clothes:Lab Coat, Mouth:Scream, Eyes:Regular, Head:Beanie, Shooting:48, Defense:48, Vision:56, Finish:66"
71,"Fur:Pink, Clothes:Biker Jacket, Mouth:Kiss, Eyes:Wide, Head:Blonde Bun, Shooting:46, Defense:49, Vision:48, Finish:33"
7937,"Fur:Brown, Clothes:Tracksuit, Mouth:Regular, Eyes:Regular, Head Accessory:Blue Shades, Head:Purple Bandana, Shooting:29, Defense:54, Vision:59, Finish:66"
4527,"Fur:Black, Clothes:Dego Tee Blooded, Mouth:Missing Teeth, Eyes:Sad, Head:Bowler, Shooting:35, Defense:58, Vision:36, Finish:47"
4897,"Fur:Grey, Clothes:Striped Tee, Mouth:Scream, Eyes:Wide, Head Accessory:Broken Glasses, Head:Tophat, Shooting:32, Defense:23, Vision:50, Finish:47"
1655,"Fur:Brown, Clothes:Dress, Mouth:Regular, Eyes:Regular, Head:Chopsticks Bun, Shooting:60, Defense:76, Vision:47, Finish:52"
9679,"Fur:Black, Clothes:Lab Coat, Mouth:Ooh, Eyes:Regular, Head Accessory:Blue Shades, Head:Cap Forward, Shooting:50, Defense:81, Vision:26, Finish:59"
8824,"Fur:Brown, Clothes:Biker Jacket, Mouth:Ooh, Eyes:Closed Scar, Head:Tophat, Shooting:35, Defense:51, Vision:50, Finish:52"
5617,"Fur:Brown, Mouth:Gold Saber Toothed, Eyes:Wide, Head:Bowler, Shooting:68, Defense:54, Vision:26, Finish:50"
9867,"Fur:Black, Clothes:Hawaii Shirt, Mouth:Regular, Eyes:Wide Scar, Head Accessory:Blue Shades, Head:Green Beret, Shooting:37, Defense:54, Vision:58, Finish:40"
1881,"Fur:Brown, Clothes:Cheetah Dego Tee, Mouth:Scream, Eyes:Regular, Head:Winter Hat, Shooting:48, Defense:72, Vision:45, Finish:12"
8942,"Fur:Red, Clothes:Biker Jacket, Mouth:Regular, Eyes:Wide, Head:King Band, Shooting:48, Defense:22, Vision:64, Finish:6"
1510,"Fur:Sky Blue, Clothes:Biker Jacket, Mouth:Shows Teeth, Eyes:Wide Scar, Head Accessory:Red Shades, Shooting:15, Defense:42, Vision:53, Finish:69"
9381,"Fur:Sky Blue, Clothes:Trippy Tee, Mouth:Shows Teeth, Eyes:Angry, Shooting:74, Defense:60, Vision:95, Finish:80"
2963,"Fur:Brown, Mouth:Ooh, Eyes:Angry Wink, Head:Purple Bandana, Shooting:15, Defense:48, Vision:55, Finish:29"
3768,"Fur:Sky Blue, Clothes:Shirt And Tie, Mouth:Gold Smirk, Eyes:Wide, Head:Russian Cap, Shooting:61, Defense:32, Vision:62, Finish:81"
5087,"Fur:Green, Clothes:Red Kimono, Mouth:Shows Teeth, Eyes:Sad, Head Accessory:Monocle, Head:Bowler, Shooting:40, Defense:45, Vision:52, Finish:48"
5109,"Fur:Grey, Mouth:Regular, Eyes:Bloodshot, Head:RKL Cap Forward, Shooting:36, Defense:71, Vision:42, Finish:47"
4817,"Fur:Sky Blue, Clothes:Striped Tee, Mouth:Regular, Eyes:Angry, Head:Beanie, Shooting:46, Defense:67, Vision:58, Finish:66"
6128,"Fur:Brown, Mouth:Regular, Eyes:Closed, Head:Bowler, Shooting:57, Defense:71, Vision:56, Finish:29"
4198,"Fur:Brown, Clothes:Striped Tee, Mouth:Kiss, Eyes:Sad, Shooting:63, Defense:25, Vision:70, Finish:53"
4035,"Fur:White Noise, Clothes:Dego Tee Blooded, Mouth:Missing Teeth, Eyes:Angry Wink, Head:Ski Glasses, Shooting:60, Defense:53, Vision:25, Finish:42"
6561,"Fur:Grey, Mouth:Kiss, Eyes:Wide, Shooting:35, Defense:69, Vision:67, Finish:57"
5001,"Fur:Pink, Clothes:Dego Tee Blooded, Mouth:Shows Teeth, Eyes:Closed Scar, Shooting:52, Defense:43, Vision:67, Finish:35"
16,"Fur:Black, Clothes:White Tee, Mouth:Shows Teeth, Eyes:Wide, Head:Red Bandana, Shooting:63, Defense:80, Vision:64, Finish:52"
3463,"Fur:White Noise, Clothes:Biker Jacket, Mouth:Shows Teeth, Eyes:Regular, Head Accessory:Monocle, Head:Beanie, Shooting:44, Defense:61, Vision:69, Finish:31"
4189,"Fur:Green, Clothes:Yellow Suit, Mouth:Saber Toothed, Eyes:Closed Scar, Shooting:41, Defense:35, Vision:61, Finish:16"
5007,"Fur:White Noise, Mouth:Scream, Eyes:Wide, Head Accessory:Gem Earring, Shooting:34, Defense:16, Vision:40, Finish:34"
6604,"Fur:Pink, Clothes:Red Kimono, Mouth:Scream, Eyes:Angry Wink, Head:Cap Forward, Shooting:72, Defense:40, Vision:29, Finish:48"
5155,"Fur:Camo, Clothes:Pimp Jacket, Eyes:Red Glow, Mouth:Diamond Teeth, Head:Gold Horns, Shooting:64, Defense:66, Vision:69, Finish:30"
5313,"Fur:Grey, Clothes:Trippy Tee, Mouth:Shows Teeth, Eyes:Angry, Shooting:87, Defense:46, Vision:59, Finish:40"
6777,"Fur:Green, Clothes:Hawaii Shirt, Mouth:Kiss, Eyes:Angry, Shooting:43, Defense:58, Vision:46, Finish:68"
1695,"Fur:Green, Clothes:Striped Tee, Mouth:Tongue Out, Eyes:Angry, Head:Tophat, Shooting:63, Defense:48, Vision:60, Finish:65"
3917,"Fur:Grey, Mouth:Drool, Eyes:Closed, Head:Russian Cap, Shooting:46, Defense:27, Vision:63, Finish:54"
8068,"Fur:Grey, Clothes:Hawaii Shirt, Mouth:Gold Smirk, Eyes:Closed, Head:Russian Cap, Shooting:55, Defense:60, Vision:56, Finish:56"
6428,"Fur:Sky Blue, Mouth:Referee, Eyes:Bloodshot, Head:Beanie, Shooting:53, Defense:25, Vision:52, Finish:53"
4173,"Fur:Grey, Clothes:White Tee, Mouth:Tongue Out, Eyes:Regular, Shooting:32, Defense:28, Vision:48, Finish:69"
3218,"Fur:Green, Clothes:Tracksuit, Mouth:Regular, Eyes:Wide, Head:RKL Cap Sideways, Shooting:59, Defense:33, Vision:38, Finish:66"
3135,"Fur:Brown, Clothes:Biker Jacket, Mouth:Saber Toothed, Eyes:Closed, Shooting:54, Defense:49, Vision:35, Finish:26"
6825,"Fur:Green, Mouth:Regular, Eyes:Closed, Head Accessory:3D Glasses, Head:King Band, Shooting:20, Defense:41, Vision:65, Finish:42"
1213,"Fur:White Noise, Clothes:Biker Jacket, Mouth:Regular, Eyes:Angry Scar, Head:RKL Cap Sideways, Shooting:54, Defense:44, Vision:43, Finish:52"
7893,"Fur:Sky Blue, Clothes:Dego Tee Blooded, Mouth:Regular, Eyes:Angry Scar, Head Accessory:Red Shades, Head:King Band, Shooting:52, Defense:25, Vision:51, Finish:70"
4311,"Fur:Sky Blue, Clothes:Navy Suit, Mouth:Regular, Eyes:Angry, Head:Beanie, Shooting:10, Defense:53, Vision:65, Finish:65"
3141,"Fur:Red, Mouth:Gold Smirk, Eyes:Closed Scar, Head:Tophat, Shooting:55, Defense:55, Vision:64, Finish:39"
7619,"Fur:Brown, Clothes:Shaolin Vest, Mouth:Full Beard, Eyes:Wide, Shooting:43, Defense:42, Vision:57, Finish:82"
5835,"Fur:Black, Mouth:Tongue Out, Eyes:Regular, Head:Red Bandana, Shooting:39, Defense:40, Vision:40, Finish:49"
4578,"Fur:Pink, Clothes:Shirt And Tie, Mouth:Regular, Eyes:Regular, Head Accessory:Exotic Earring, Head:RKL Cap Sideways, Shooting:57, Defense:36, Vision:34, Finish:44"
1387,"Fur:Grey, Mouth:Gold Scream, Eyes:Angry, Shooting:41, Defense:52, Vision:64, Finish:76"
4529,"Fur:Grey, Clothes:Biker Jacket, Mouth:Kiss, Eyes:Regular, Shooting:49, Defense:22, Vision:28, Finish:42"
2436,"Fur:Brown, Clothes:Cheetah Dego Tee, Mouth:Saber Toothed, Eyes:Angry Wink, Head Accessory:Red Shades, Shooting:35, Defense:43, Vision:44, Finish:60"
2889,"Fur:Black, Mouth:Regular, Eyes:Regular, Head:Blonde Bun, Shooting:34, Defense:57, Vision:54, Finish:68"
595,"Fur:Pink, Clothes:Dego Tee Blooded, Mouth:Saber Toothed, Eyes:Closed, Head:Tophat, Shooting:14, Defense:80, Vision:51, Finish:60"
3166,"Fur:Grey, Clothes:Navy Suit, Mouth:Gold Smirk, Eyes:Wide Scar, Head:Red Bandana, Shooting:29, Defense:20, Vision:35, Finish:58"
7980,"Fur:Pink, Clothes:Hawaii Shirt, Mouth:Regular, Eyes:Bloodshot, Head:Red Bandana, Shooting:44, Defense:62, Vision:31, Finish:32"
172,"Fur:Brown, Clothes:Cheetah Dego Tee, Mouth:Regular, Eyes:Angry Scar, Head:Bowler, Shooting:49, Defense:31, Vision:48, Finish:43"
5174,"Fur:Red, Clothes:Dego Tee Blooded, Mouth:Regular, Eyes:Wide Scar, Head:Beanie, Shooting:49, Defense:52, Vision:61, Finish:55"
9684,"Fur:Grey, Clothes:Lab Coat, Mouth:Shows Teeth, Eyes:Bloodshot, Head Accessory:Gold Stud, Head:Russian Cap, Shooting:54, Defense:75, Vision:50, Finish:75"
2312,"Fur:Gold, Clothes:Mamba Jersey, Eyes:Regular, Mouth:Bubble Gum, Head:Halo, Shooting:57, Defense:33, Vision:48, Finish:62"
805,"Fur:Grey, Clothes:Cheetah Dego Tee, Mouth:Regular, Eyes:Closed, Shooting:64, Defense:49, Vision:26, Finish:70"
2102,"Fur:Brown, Clothes:Biker Jacket, Mouth:Kiss, Eyes:Closed Scar, Head Accessory:Red Shades, Head:RKL Cap Sideways, Shooting:32, Defense:38, Vision:72, Finish:69"
611,"Fur:Red, Clothes:RKL Tee, Mouth:Scream, Eyes:Wide, Head Accessory:3D Glasses, Head:King Band, Shooting:53, Defense:59, Vision:63, Finish:62"
7409,"Fur:Green, Mouth:Saber Toothed, Eyes:Angry, Head:Winter Hat, Shooting:70, Defense:65, Vision:53, Finish:24"
4322,"Fur:Sky Blue, Clothes:White Tee, Mouth:Shows Teeth, Eyes:Closed, Head:King Band, Shooting:70, Defense:20, Vision:76, Finish:55"
3059,"Fur:Pink, Clothes:Striped Tee, Mouth:Regular, Eyes:Regular, Shooting:63, Defense:36, Vision:50, Finish:37"
8870,"Fur:Pink, Clothes:Hawaii Shirt, Mouth:Missing Teeth, Eyes:Closed, Head:Winter Hat, Shooting:56, Defense:31, Vision:41, Finish:52"
2328,"Fur:Pink, Clothes:Biker Jacket, Mouth:Drool, Eyes:Closed Scar, Shooting:20, Defense:40, Vision:53, Finish:28"
3081,"Fur:Sky Blue, Clothes:Trippy Tee, Mouth:Scream, Eyes:Angry, Head Accessory:Red Shades, Head:Beanie, Shooting:37, Defense:41, Vision:45, Finish:51"
5033,"Fur:White Noise, Mouth:Shows Teeth, Eyes:Sad, Head Accessory:Exotic Earring, Head:Red Bandana, Shooting:27, Defense:30, Vision:62, Finish:65"
3591,"Fur:Brown, Clothes:Navy Suit, Mouth:Tongue Out, Eyes:Wide, Head:Cap Forward, Shooting:41, Defense:51, Vision:69, Finish:61"
4123,"Fur:Brown, Mouth:Shows Teeth, Eyes:Angry, Head:Red Bandana, Shooting:66, Defense:41, Vision:41, Finish:62"
1163,"Fur:Grey, Mouth:Ooh, Eyes:Regular, Shooting:65, Defense:33, Vision:48, Finish:65"
1436,"Fur:Grey, Clothes:Navy Suit, Mouth:Shows Teeth, Eyes:Closed, Head Accessory:Blue Shades, Head:Green Beret, Shooting:45, Defense:40, Vision:30, Finish:61"
3786,"Fur:White Noise, Clothes:White Tee, Mouth:Regular, Eyes:Angry, Shooting:13, Defense:30, Vision:29, Finish:64"
5414,"Fur:Brown, Mouth:Ooh, Eyes:Wide Scar, Shooting:36, Defense:30, Vision:31, Finish:50"
2828,"Fur:Red, Clothes:Fusion Gi, Mouth:Regular, Eyes:Angry, Head:Beanie, Shooting:63, Defense:54, Vision:47, Finish:57"
909,"Fur:Brown, Clothes:Shirt And Tie, Mouth:Kiss, Eyes:Closed, Head Accessory:Red Shades, Shooting:67, Defense:58, Vision:69, Finish:27"
5130,"Fur:Grey, Clothes:Hawaii Shirt, Mouth:Scream, Eyes:Angry, Head Accessory:Blue Shades, Head:Bowler, Shooting:42, Defense:30, Vision:42, Finish:31"
5362,"Fur:Grey, Clothes:Shaolin Vest, Mouth:Shows Teeth, Eyes:Angry, Head Accessory:Broken Glasses, Shooting:64, Defense:37, Vision:58, Finish:56"
114,"Fur:Green, Clothes:Navy Suit, Mouth:Shows Teeth, Eyes:Wide, Head:King Band, Shooting:44, Defense:37, Vision:55, Finish:35"
4969,"Fur:Green, Clothes:Red Kimono, Mouth:Gold Saber Toothed, Eyes:Bloodshot, Shooting:54, Defense:75, Vision:61, Finish:64"
9775,"Fur:White Noise, Mouth:Missing Teeth, Eyes:Regular, Head:Purple Bandana, Shooting:46, Defense:76, Vision:19, Finish:59"
308,"Fur:Green, Clothes:Shaolin Vest, Mouth:Regular, Eyes:Wide Scar, Head:Blue Pigtails, Shooting:31, Defense:45, Vision:61, Finish:47"
1824,"Fur:Green, Clothes:Trippy Tee, Mouth:Scream, Eyes:Angry Wink, Head:Blue Pigtails, Shooting:61, Defense:26, Vision:86, Finish:37"
8823,"Fur:Brown, Clothes:Striped Tee, Mouth:Regular, Eyes:Closed, Shooting:38, Defense:48, Vision:93, Finish:60"
7627,"Fur:Black, Clothes:Navy Suit, Mouth:Regular, Eyes:Bloodshot, Head Accessory:Red Shades, Shooting:60, Defense:34, Vision:60, Finish:48"
7468,"Fur:Brown, Clothes:Dego Tee Blooded, Mouth:Ooh, Eyes:Wide, Head:RKL Cap Forward, Shooting:46, Defense:64, Vision:63, Finish:15"
5820,"Fur:Black, Clothes:Biker Jacket, Mouth:Tongue Out, Eyes:Sad, Head:Cap Forward, Shooting:50, Defense:30, Vision:48, Finish:40"
2134,"Fur:Brown, Clothes:Cheetah Dego Tee, Mouth:Drool, Eyes:Angry Scar, Head:Beanie, Shooting:22, Defense:44, Vision:43, Finish:28"
9441,"Fur:Brown, Mouth:Regular, Eyes:Wide, Head Accessory:Gold Stud, Head:Red Bandana, Shooting:28, Defense:74, Vision:45, Finish:36"
9692,"Fur:Pink, Mouth:Ooh, Eyes:Wide Scar, Shooting:34, Defense:57, Vision:23, Finish:43"
7490,"Fur:Grey, Clothes:White Tee, Mouth:Missing Teeth, Eyes:Regular, Head Accessory:3D Glasses, Head:Cap Forward, Shooting:55, Defense:41, Vision:36, Finish:51"
9998,"Fur:Sky Blue, Clothes:White Tee, Mouth:Kiss, Eyes:Wide, Head:Cap Forward, Shooting:65, Defense:59, Vision:62, Finish:24"
4749,"Fur:Brown, Clothes:Shaolin Vest, Mouth:Scream, Eyes:Closed, Shooting:54, Defense:66, Vision:47, Finish:32"
9012,"Fur:Sky Blue, Clothes:Hawaii Shirt, Mouth:Shows Teeth, Eyes:Closed, Head Accessory:3D Glasses, Shooting:48, Defense:65, Vision:45, Finish:61"
1032,"Fur:Black, Mouth:Shows Teeth, Eyes:Angry Wink, Head:Winter Hat, Shooting:36, Defense:37, Vision:45, Finish:64"
6530,"Fur:Red, Mouth:Referee, Eyes:Bloodshot, Head:Bowler, Shooting:61, Defense:47, Vision:65, Finish:58"
7010,"Fur:Red, Mouth:Gold Smirk, Eyes:Bloodshot, Head:Bowler, Shooting:50, Defense:45, Vision:58, Finish:50"
8216,"Fur:Pink, Mouth:Gold Smirk, Eyes:Sad, Head:Bowler, Shooting:50, Defense:48, Vision:58, Finish:48"
7215,"Fur:Grey, Clothes:RKL Tee, Mouth:Ooh, Eyes:Regular, Head Accessory:Gem Earring, Shooting:61, Defense:68, Vision:41, Finish:48"
3991,"Fur:Sky Blue, Clothes:Hawaii Shirt, Mouth:Shows Teeth, Eyes:Regular, Head:Horse Jockey Hat, Shooting:9, Defense:75, Vision:61, Finish:61"
2244,"Fur:Green, Clothes:Dego Tee Blooded, Mouth:Scream, Eyes:Wide, Head:Tophat, Shooting:64, Defense:45, Vision:28, Finish:51"
7688,"Fur:Black, Clothes:Biker Jacket, Mouth:Regular, Eyes:Closed Scar, Head Accessory:3D Glasses, Head:Bowler, Shooting:66, Defense:58, Vision:57, Finish:62"
8373,"Fur:Brown, Clothes:Trippy Tee, Mouth:Shows Teeth, Eyes:Wide, Head Accessory:3D Glasses, Shooting:9, Defense:63, Vision:54, Finish:77"
9985,"Fur:Pink, Clothes:Shaolin Vest, Mouth:Tongue Out, Eyes:Wide, Shooting:56, Defense:61, Vision:30, Finish:64"
5677,"Fur:Pink, Clothes:Biker Jacket, Mouth:Regular, Eyes:Angry Scar, Head:Horse Jockey Hat, Shooting:37, Defense:40, Vision:71, Finish:58"
541,"Fur:Brown, Clothes:Striped Tee, Mouth:Ooh, Eyes:Sad, Head:Purple Bandana, Shooting:63, Defense:57, Vision:57, Finish:51"
3273,"Fur:Black, Clothes:White Tee, Mouth:Regular, Eyes:Closed, Head Accessory:Exotic Earring, Shooting:50, Defense:74, Vision:58, Finish:52"
8673,"Fur:Brown, Clothes:Fusion Gi, Mouth:Cigar, Eyes:Regular, Head:Cap Forward, Shooting:51, Defense:77, Vision:50, Finish:31"
8641,"Fur:Brown, Clothes:Fusion Gi, Mouth:Full Beard, Eyes:Angry, Head Accessory:Broken Glasses, Head:Beanie, Shooting:62, Defense:35, Vision:41, Finish:45"
4745,"Fur:Sky Blue, Clothes:Dress, Mouth:Tongue Out, Eyes:Angry, Head:Bowler, Shooting:52, Defense:46, Vision:44, Finish:50"
3429,"Fur:White Noise, Clothes:Shirt And Tie, Mouth:Drool, Eyes:Closed Scar, Head:King Band, Shooting:52, Defense:69, Vision:53, Finish:48"
5831,"Fur:Green, Mouth:Missing Teeth, Eyes:Angry Scar, Head:Beanie, Shooting:48, Defense:37, Vision:61, Finish:39"
228,"Fur:Sky Blue, Clothes:Cheetah Dego Tee, Mouth:Scream, Eyes:Sad, Head Accessory:Blue Shades, Shooting:40, Defense:55, Vision:40, Finish:55"
3313,"Fur:Grey, Clothes:Dego Tee Blooded, Mouth:Regular, Eyes:Regular, Shooting:49, Defense:56, Vision:11, Finish:51"
1666,"Fur:Red, Mouth:Tongue Out, Eyes:Wide, Shooting:43, Defense:65, Vision:31, Finish:31"
4368,"Fur:Red, Clothes:Dress, Mouth:Ooh, Eyes:Closed, Head Accessory:Vibe Glasses, Head:Red Bandana, Shooting:55, Defense:61, Vision:72, Finish:44"
6458,"Fur:Pink, Clothes:Red Kimono, Mouth:Cigar, Eyes:Angry, Head:Winter Hat, Shooting:46, Defense:51, Vision:43, Finish:66"
2633,"Fur:Red, Mouth:Regular, Eyes:Bloodshot, Head:Blonde Bun, Shooting:55, Defense:39, Vision:44, Finish:47"
8470,"Fur:Brown, Clothes:Navy Suit, Mouth:Full Beard, Eyes:Wide Scar, Head:Red Bandana, Shooting:45, Defense:40, Vision:54, Finish:78"
386,"Fur:Sky Blue, Clothes:Cyan Jersey, Mouth:Saber Toothed, Eyes:Wide, Head:Red Bandana, Shooting:33, Defense:51, Vision:49, Finish:74"
3957,"Fur:Sky Blue, Clothes:Dego Tee Blooded, Mouth:Regular, Eyes:Wide Scar, Head:King Band, Shooting:40, Defense:79, Vision:78, Finish:46"
7748,"Fur:Grey, Clothes:Monk Robe, Mouth:Kiss, Eyes:Regular, Shooting:52, Defense:59, Vision:43, Finish:51"
8969,"Fur:Red, Clothes:White Tee, Mouth:Ooh, Eyes:Angry Wink, Head Accessory:3D Glasses, Head:Cap Forward, Shooting:35, Defense:58, Vision:53, Finish:59"
8411,"Fur:Pink, Clothes:Cyan Jersey, Mouth:Saber Toothed, Eyes:Angry Wink, Head:Purple Bandana, Shooting:65, Defense:82, Vision:66, Finish:39"
3360,"Fur:Grey, Clothes:White Tee, Mouth:Shows Teeth, Eyes:Regular, Head:Cap Forward, Shooting:57, Defense:52, Vision:77, Finish:79"
2494,"Fur:Sky Blue, Clothes:Navy Suit, Mouth:Kiss, Eyes:Bloodshot, Shooting:44, Defense:58, Vision:40, Finish:41"
1221,"Fur:Sky Blue, Mouth:Saber Toothed, Eyes:Bloodshot, Head Accessory:Exotic Earring, Head:Red Bandana, Shooting:32, Defense:26, Vision:42, Finish:75"
2561,"Fur:Sky Blue, Clothes:Striped Tee, Mouth:Kiss, Eyes:Angry Wink, Head:RKL Cap Sideways, Shooting:55, Defense:38, Vision:63, Finish:53"
6741,"Fur:Sky Blue, Clothes:Cyan Jersey, Mouth:Regular, Eyes:Regular, Shooting:52, Defense:72, Vision:81, Finish:36"
2667,"Fur:White Noise, Mouth:Full Beard, Eyes:Angry, Shooting:70, Defense:32, Vision:60, Finish:55"
6972,"Fur:White Noise, Clothes:Hawaii Shirt, Mouth:Shows Teeth, Eyes:Bloodshot, Head:RKL Cap Sideways, Shooting:52, Defense:23, Vision:26, Finish:55"
4413,"Fur:Green, Clothes:Striped Tee, Mouth:Regular, Eyes:Regular, Head Accessory:Red Shades, Shooting:61, Defense:62, Vision:36, Finish:41"
56,"Fur:Red, Clothes:Shirt And Tie, Mouth:Scream, Eyes:Angry Wink, Head:RKL Cap Forward, Shooting:37, Defense:52, Vision:32, Finish:78"
3792,"Fur:Grey, Clothes:Cyan Jersey, Mouth:Missing Teeth, Eyes:Angry Wink, Head Accessory:Gold Stud, Head:RKL Cap Forward, Shooting:52, Defense:41, Vision:63, Finish:77"
7543,"Fur:Black, Clothes:White Tee, Mouth:Drool, Eyes:Regular, Head Accessory:Gold Stud, Head:Bowler, Shooting:44, Defense:16, Vision:22, Finish:59"
2091,"Fur:Sky Blue, Clothes:Fusion Gi, Mouth:Kiss, Eyes:Angry, Head:Cap Forward, Shooting:49, Defense:56, Vision:50, Finish:59"
5756,"Fur:Brown, Clothes:Shirt And Tie, Mouth:Tongue Out, Eyes:Angry Wink, Head:Cap Forward, Shooting:53, Defense:32, Vision:26, Finish:77"
1854,"Fur:Black, Clothes:Shirt And Tie, Mouth:Regular, Eyes:Wide Scar, Head:Purple Bandana, Shooting:58, Defense:49, Vision:58, Finish:30"
5071,"Fur:Sky Blue, Clothes:Hawaii Shirt, Mouth:Tongue Out, Eyes:Wide Scar, Head:RKL Cap Forward, Shooting:76, Defense:62, Vision:58, Finish:47"
7881,"Fur:Sky Blue, Clothes:White Tee, Mouth:Regular, Eyes:Regular, Head:Tophat, Shooting:42, Defense:31, Vision:60, Finish:21"
3168,"Fur:Grey, Clothes:Cyan Jersey, Mouth:Scream, Eyes:Bloodshot, Head:Cap Forward, Shooting:69, Defense:51, Vision:52, Finish:36"
8682,"Fur:Brown, Clothes:Trippy Tee, Mouth:Tongue Out, Eyes:Bloodshot, Head:Purple Bandana, Shooting:72, Defense:47, Vision:51, Finish:51"
5185,"Fur:Brown, Clothes:Biker Jacket, Mouth:Scream, Eyes:Wide, Head:RKL Cap Forward, Shooting:49, Defense:38, Vision:40, Finish:49"
3100,"Fur:Black, Mouth:Shows Teeth, Eyes:Wide Scar, Head:King Band, Shooting:46, Defense:49, Vision:52, Finish:82"
7789,"Fur:Grey, Clothes:Striped Tee, Mouth:Kiss, Eyes:Wide, Shooting:38, Defense:63, Vision:50, Finish:46"
9286,"Fur:Sky Blue, Clothes:Tracksuit, Mouth:Saber Toothed, Eyes:Bloodshot, Shooting:26, Defense:39, Vision:25, Finish:27"
1351,"Fur:Pink, Clothes:Biker Jacket, Mouth:Drool, Eyes:Wide, Head:Winter Hat, Shooting:41, Defense:58, Vision:62, Finish:47"
5399,"Fur:Red, Clothes:Biker Jacket, Mouth:Kiss, Eyes:Angry Wink, Head Accessory:3D Glasses, Shooting:46, Defense:46, Vision:76, Finish:59"
8164,"Fur:Grey, Clothes:Fusion Gi, Mouth:Ooh, Eyes:Regular, Shooting:68, Defense:44, Vision:52, Finish:29"
488,"Fur:Brown, Clothes:Dress, Mouth:Full Beard, Eyes:Closed Scar, Head:RKL Cap Forward, Shooting:59, Defense:49, Vision:37, Finish:74"
7003,"Fur:Black, Clothes:White Tee, Mouth:Gold Saber Toothed, Eyes:Regular, Head:Bowler, Shooting:63, Defense:57, Vision:48, Finish:43"
7256,"Fur:Red, Mouth:Regular, Eyes:Regular, Shooting:40, Defense:60, Vision:48, Finish:58"
8194,"Fur:Grey, Clothes:White Tee, Mouth:Ooh, Eyes:Angry Wink, Head:Winter Hat, Shooting:29, Defense:50, Vision:73, Finish:56"
3136,"Fur:Grey, Clothes:Cyan Jersey, Mouth:Referee, Eyes:Bloodshot, Shooting:21, Defense:51, Vision:49, Finish:17"
6306,"Fur:Pink, Clothes:White Tee, Mouth:Shows Teeth, Eyes:Wide Scar, Head Accessory:Blue Shades, Head:RKL Cap Sideways, Shooting:37, Defense:37, Vision:58, Finish:47"
7491,"Fur:Grey, Mouth:Drool, Eyes:Bloodshot, Head Accessory:Blue Shades, Head:Blonde Bun, Shooting:54, Defense:75, Vision:44, Finish:50"
8589,"Fur:White Noise, Clothes:Cyan Jersey, Mouth:Ooh, Eyes:Wide, Shooting:73, Defense:73, Vision:18, Finish:56"
